country_code,country,city,aqi_value,co_aqi_value,ozone_aqi_value,no2_aqi_value,pm25_aqi_value,lat,lng
IND,India,Kadiri,69,1,26,4,69,14.12,78.17
NLD,Netherlands,Kapelle,37,1,37,1,28,51.4833,3.95
UGA,Uganda,Kasese,70,1,18,0,70,0.1867,30.0881
DEU,Germany,Kaufungen,54,1,46,0,54,51.2811,9.6186
JPN,Japan,Kariya,56,2,50,3,56,34.9893,137.0021
JPN,Japan,Kariya,56,2,50,3,56,34.7517,134.3931
JPN,Japan,Kashiwara,52,1,43,3,52,34.5167,135.8
JPN,Japan,Kashiwara,52,1,43,3,52,34.5833,135.6333
GHA,Ghana,Keta,55,1,24,1,55,5.9167,0.9833
ITA,Italy,Paese,72,1,41,2,72,45.6667,12.15
CUB,Cuba,Palma Soriano,82,2,9,11,82,20.2139,-75.9919
USA,United States of America,Pampa,50,1,32,1,50,35.5479,-100.9651
USA,United States of America,Orland Park,69,2,19,16,69,41.6075,-87.8619
USA,United States of America,Park Ridge,64,2,12,20,64,42.0125,-87.8436
USA,United States of America,Park Ridge,64,2,12,20,64,41.0352,-74.0423
USA,United States of America,Schenectady,43,1,37,0,43,42.8025,-73.9275
CHE,Switzerland,Schlieren,58,1,52,0,58,47.4,8.45
ITA,Italy,Segrate,87,1,66,0,87,45.49,9.2953
JPN,Japan,Sendai,51,1,51,0,38,38.2682,140.8694
IND,India,Naregal,45,1,26,2,45,15.5732,75.808
USA,United States of America,North Andover,40,1,38,1,40,42.6713,-71.0865
ITA,Italy,Noto,67,1,47,1,67,36.8833,15.0833
ITA,Italy,Noto,67,1,47,1,67,37.3103,137.1477
BRA,Brazil,Novo Oriente,20,0,20,0,18,-5.5339,-40.7739
USA,United States of America,Ocala,66,1,66,1,23,29.178,-82.1511
USA,United States of America,Okmulgee,56,1,47,1,56,35.6134,-96.0068
DEU,Germany,Wernigerode,44,1,44,0,43,51.835,10.7853
DEU,Germany,Westerkappeln,42,1,42,0,36,52.3153,7.8806
USA,United States of America,White Plains,53,1,39,4,53,41.022,-73.7547
THA,Thailand,Wiang Sa,82,2,4,3,82,8.6364,99.3683
USA,United States of America,Windham,55,1,47,3,55,41.7102,-72.1671
USA,United States of America,Windham,55,1,47,3,55,43.7981,-70.4056
USA,United States of America,Windham,55,1,47,3,55,42.8076,-71.2995
DEU,Germany,Wurzen,52,1,47,0,52,51.3667,12.7167
DEU,Germany,Viernheim,64,1,60,0,64,49.5417,8.5786
USA,United States of America,Villa Rica,45,1,45,4,32,2.5167,-76.85
USA,United States of America,Villa Rica,45,1,45,4,32,33.7294,-84.9177
FRA,France,Sarreguemines,44,1,32,3,44,49.11,7.07
DEU,Germany,Schiffdorf,34,0,34,0,14,53.5355,8.6622
USA,United States of America,Shorewood,48,1,29,9,48,43.0913,-87.8864
USA,United States of America,Shorewood,48,1,29,9,48,41.5169,-88.2146
TZA,United Republic of Tanzania,Singida,19,0,19,0,8,-4.8167,34.75
USA,United States of America,Slidell,86,1,25,4,86,30.2887,-89.7828
COL,Colombia,Santuario,88,3,4,7,88,6.1375,-75.2639
COL,Colombia,Santuario,88,3,4,7,88,5.0725,-75.9623
GBR,United Kingdom of Great Britain and Northern Ireland,Rotherham,53,1,13,10,53,53.43,-1.357
RUS,Russian Federation,Salsk,38,1,38,0,11,46.4833,41.5333
USA,United States of America,Secaucus,115,3,11,30,115,40.781,-74.0659
USA,United States of America,Olivehurst,48,1,33,6,48,39.0795,-121.5566
BRA,Brazil,Ourinhos,54,1,9,1,54,-22.9744,-49.8719
USA,United States of America,Pahrump,43,1,43,2,42,36.2235,-115.9974
SVN,Slovenia,Maribor,64,1,57,0,64,46.5575,15.6456
AUS,Australia,Melton,57,1,2,18,57,-37.6833,144.5833
CMR,Cameroon,Mfou,42,1,20,0,42,3.96,11.93
ESP,Spain,Mijas,42,1,42,0,27,36.6,-4.6333
JPN,Japan,Mitake,94,2,9,14,94,35.4344,137.1307
ZAF,South Africa,Mmabatho,72,2,34,1,72,-25.85,25.6333
DEU,Germany,Nagold,63,1,54,0,63,48.5519,8.7256
KEN,Kenya,Nairobi,107,2,15,2,107,-1.2864,36.8172
BRA,Brazil,Navegantes,46,1,20,1,46,-26.8989,-48.6539
RUS,Russian Federation,Navoloki,36,1,36,0,13,57.4667,41.9667
BEL,Belgium,Nazareth,46,1,37,1,46,32.7019,35.3033
BEL,Belgium,Nazareth,46,1,37,1,46,8.5562,77.971
USA,United States of America,North Olmsted,52,1,37,2,52,41.4149,-81.919
GBR,United Kingdom of Great Britain and Northern Ireland,Northampton,34,1,29,1,34,52.2304,-0.8938
GBR,United Kingdom of Great Britain and Northern Ireland,Northampton,34,1,29,1,34,40.2104,-75.0014
GBR,United Kingdom of Great Britain and Northern Ireland,Northampton,34,1,29,1,34,42.3266,-72.6745
GBR,United Kingdom of Great Britain and Northern Ireland,Northampton,34,1,29,1,34,40.6866,-75.4904
RUS,Russian Federation,Ob,66,1,9,15,66,54.9917,82.7125
JPN,Japan,Ofunato,48,1,24,3,48,39.0819,141.7086
ESP,Spain,Reus,47,1,40,0,47,41.1549,1.1087
CHN,China,Pingdingshan,157,5,54,21,157,33.735,113.2999
BRA,Brazil,Pitangui,41,1,25,0,41,-19.6828,-44.89
USA,United States of America,Point Pleasant,48,1,47,1,48,40.0772,-74.0702
CHN,China,Qingan,114,3,53,2,114,46.8719,127.5118
ESP,Spain,Onda,39,1,39,0,21,39.9625,-0.2639
ESP,Spain,Onda,39,1,39,0,21,25.2452,85.665
CAN,Canada,Orillia,35,1,23,0,35,44.6,-79.4167
IDN,Indonesia,Pasarkemis,249,11,10,49,249,-6.1703,106.53
PHL,Philippines,Pasil,42,1,16,4,42,17.3894,121.1597
RUS,Russian Federation,Pervouralsk,40,1,40,0,12,56.9167,59.95
ALB,Albania,Peshkopi,115,1,39,0,115,41.6833,20.4281
CHL,Chile,Puerto Montt,25,1,20,2,25,-41.4667,-72.9333
PAK,Pakistan,Rawalpindi,129,2,129,1,92,33.6,73.0333
USA,United States of America,River Grove,61,2,28,16,61,41.9243,-87.8379
ESP,Spain,Rute,28,1,21,3,28,37.3167,-4.3667
RUS,Russian Federation,Rybinsk,34,1,29,1,34,58.05,38.8333
GBR,United Kingdom of Great Britain and Northern Ireland,Saint Austell,32,1,32,1,30,50.34,-4.79
DEU,Germany,Salzhemmendorf,39,0,33,1,39,52.0667,9.5833
ITA,Italy,Sciacca,48,1,48,1,24,37.5092,13.0889
NIC,Nicaragua,Nandaime,53,1,16,2,53,11.7569,-86.0528
DEU,Germany,Nauen,31,0,29,1,31,52.6,12.8831
ZAF,South Africa,Nelspruit,237,13,3,7,237,-25.4745,30.9703
USA,United States of America,New Berlin,69,3,14,18,69,42.9726,-88.1291
USA,United States of America,North Babylon,56,1,25,14,56,40.7314,-73.3248
USA,United States of America,North Branford,53,1,28,9,53,41.3645,-72.7768
UKR,Ukraine,Nosivka,52,1,32,0,52,50.93,31.58
RUS,Russian Federation,Novosibirsk,42,1,42,1,36,55.0333,82.9167
DEU,Germany,Lich,30,0,29,1,30,50.5217,8.8208
UKR,Ukraine,Lokhvytsya,39,1,33,0,39,50.361,33.2652
BGR,Bulgaria,Lom,71,2,20,5,71,43.8256,23.2375
CHN,China,Longyan,69,2,45,3,69,25.0881,117.0244
CMR,Cameroon,Loum,124,5,13,1,124,4.718,9.73
COD,Democratic Republic of the Congo,Lusambo,200,11,16,7,200,-4.9729,23.4368
IND,India,Madanpur,217,4,99,4,217,26.2103,87.5141
IND,India,Madanpur,217,4,99,4,217,23.02,88.48
IND,India,Madanpur,217,4,99,4,217,24.6554,84.5844
IND,India,Madhyamgram,205,4,96,4,205,22.7,88.45
COL,Colombia,Madrid,96,3,7,11,96,40.4169,-3.7033
COL,Colombia,Madrid,96,3,7,11,96,4.7344,-74.2683
COL,Colombia,Madrid,96,3,7,11,96,9.2619,125.9647
MDG,Madagascar,Mananjary,24,0,24,0,11,-21.2311,48.3419
IND,India,Mandsaur,166,1,39,0,166,24.03,75.08
BRA,Brazil,Marau,20,0,20,0,13,-28.4489,-52.2
USA,United States of America,Sweetwater,70,1,8,17,70,25.7785,-80.376
USA,United States of America,Sweetwater,70,1,8,17,70,32.4692,-100.4092
HUN,Hungary,Szolnok,65,1,34,1,65,47.1747,20.1965
RUS,Russian Federation,Taksimo,38,1,38,0,28,56.3315,114.89
IND,India,Tarakeswar,199,3,96,3,199,22.89,88.02
AUS,Australia,Taree,32,0,22,0,32,-31.9,152.45
ZAF,South Africa,Thabazimbi,84,5,10,4,84,-24.6,27.4
DZA,Algeria,Timizart,91,3,28,18,91,36.8,4.2667
SSD,South Sudan,Maridi,48,1,6,0,48,4.91,29.45
ITA,Italy,Massa,43,1,43,1,16,44.0333,10.1333
USA,United States of America,Mastic,41,1,31,8,41,40.8096,-72.8479
DEU,Germany,Memmingen,51,1,26,3,51,47.9878,10.1811
USA,United States of America,Miami Shores,56,1,13,12,56,25.867,-80.1779
COL,Colombia,Mocoa,19,1,6,1,19,1.15,-76.6475
ITA,Italy,Mondragone,48,1,48,1,41,41.1,13.8833
DEU,Germany,Morbach,29,0,29,1,25,49.8167,7.1167
IRQ,Iraq,Kirkuk,137,1,69,1,137,35.4667,44.3167
JPN,Japan,Komagane,47,1,47,0,10,35.7288,137.9339
RUS,Russian Federation,Kotlas,28,1,28,0,18,61.25,46.6333
MYS,Malaysia,Kuah,104,2,58,0,104,6.3167,99.85
AUT,Austria,Kufstein,31,1,31,1,15,47.5833,12.1667
USA,United States of America,Lafayette,81,1,20,8,81,30.2082,-92.0325
USA,United States of America,Lafayette,81,1,20,8,81,40.3991,-86.8593
USA,United States of America,Lafayette,81,1,20,8,81,39.9946,-105.0998
USA,United States of America,Lafayette,81,1,20,8,81,37.8919,-122.1189
ITA,Italy,San Miniato,39,1,39,2,35,43.6833,10.85
CHN,China,Shaoxing,109,2,109,3,93,30.0,120.5833
ESP,Spain,Sabadell,50,1,32,5,50,41.5483,2.1075
UZB,Uzbekistan,Salar,150,1,81,3,150,33.8789,75.2485
TUR,Turkey,Sungurlu,42,1,42,0,32,40.161,34.377
BRA,Brazil,Tabatinga,21,1,2,0,21,-4.2525,-69.9381
BRA,Brazil,Tabatinga,21,1,2,0,21,-21.7169,-48.6878
CHN,China,Taixing,140,3,138,7,140,32.1724,120.0142
JPN,Japan,Takayama,45,1,45,0,24,36.146,137.2522
IND,India,Shirdi,143,1,32,0,143,19.77,74.48
IND,India,Siddipet,129,1,35,0,129,18.1018,78.852
AUT,Austria,Steyr,30,1,28,1,30,48.0333,14.4167
IND,India,Hassan,30,0,21,0,30,13.005,76.1028
USA,United States of America,Hastings,54,1,30,2,54,50.85,0.57
USA,United States of America,Hastings,54,1,30,2,54,40.5961,-98.39
USA,United States of America,Hastings,54,1,30,2,54,44.7318,-92.8538
USA,United States of America,Hastings,54,1,30,2,54,43.3215,-76.1582
CHN,China,Hebi,184,6,184,13,163,35.7497,114.2887
IND,India,Dehri,323,1,54,0,268,24.91,84.18
IND,India,Dehri,323,1,54,0,268,25.4252,83.8201
USA,United States of America,Drexel Heights,55,1,11,11,55,32.1453,-111.048
LTU,Lithuania,Druskininkai,52,1,36,0,52,54.0167,23.9667
VEN,Venezuela (Bolivarian Republic of),Ejido,39,1,10,2,39,8.5466,-71.2409
ITA,Italy,Falconara Marittima,45,1,45,0,32,43.6333,13.4
USA,United States of America,Fernley,34,1,34,3,26,39.5627,-119.1906
USA,United States of America,Florida Ridge,48,1,16,8,48,27.5805,-80.3848
USA,United States of America,Pine Hills,51,1,17,11,51,28.5818,-81.4692
COL,Colombia,Planeta Rica,55,1,13,3,55,8.4089,-75.5819
RUS,Russian Federation,Polyarnyy,29,1,29,0,8,69.2,33.4667
ESP,Spain,Fuengirola,36,1,26,5,36,36.5417,-4.625
USA,United States of America,Gainesville,68,1,22,4,68,29.6804,-82.3459
USA,United States of America,Gainesville,68,1,22,4,68,34.2902,-83.8294
USA,United States of America,Gainesville,68,1,22,4,68,33.639,-97.1487
USA,United States of America,Gainesville,68,1,22,4,68,38.7931,-77.6347
DEU,Germany,Gerstetten,61,1,31,2,61,48.6225,10.0206
JPN,Japan,Yuzawa,35,1,35,0,15,39.1641,140.4948
FRA,France,Yzeure,39,1,28,1,39,46.5658,3.3544
CHN,China,Zalantun,34,1,34,0,22,48.0033,122.7365
RUS,Russian Federation,Zernograd,37,1,37,0,29,46.85,40.3167
USA,United States of America,Wellesley,54,1,46,3,54,42.3043,-71.2855
USA,United States of America,Wellesley,54,1,46,3,54,43.55,-80.7167
POL,Poland,Wieliczka,52,1,28,1,52,49.9894,20.0661
USA,United States of America,Winfield,62,1,28,2,62,37.274,-96.95
USA,United States of America,Winfield,62,1,28,2,62,41.8787,-88.1507
GBR,United Kingdom of Great Britain and Northern Ireland,Witham,28,0,28,3,24,51.7978,0.6373
USA,United States of America,Woodburn,37,1,15,10,37,45.1472,-122.8603
USA,United States of America,Woodburn,37,1,15,10,37,38.8503,-77.2322
CHN,China,Yangzhou,150,3,133,9,150,32.3912,119.4363
MAR,Morocco,Agadir,41,1,23,2,41,30.4333,-9.6
ESP,Spain,Amposta,35,1,35,1,27,40.7106,0.5808
IND,India,Anantapur,72,0,26,0,72,14.68,77.599
BRA,Brazil,Araras,63,1,9,4,63,-22.3572,-47.3844
BRA,Brazil,Areia,43,0,14,3,43,-6.9628,-35.6919
TZA,United Republic of Tanzania,Arusha,41,1,10,0,41,-3.3667,36.6833
MAR,Morocco,Asilah,52,1,28,8,52,35.4667,-6.0333
JPN,Japan,Hokota,38,1,38,1,21,36.1587,140.5164
AUT,Austria,Hollabrunn,66,1,40,1,66,48.5667,16.0833
DEU,Germany,Holzkirchen,68,1,36,2,68,47.8833,11.7
UKR,Ukraine,Horodok,103,1,39,1,103,49.1667,26.5667
UKR,Ukraine,Horodok,103,1,39,1,103,49.7822,23.6436
ESP,Spain,Huelva,35,1,35,1,21,37.25,-6.95
UKR,Ukraine,Hulyaypole,39,1,39,0,8,47.6644,36.2632
BRA,Brazil,Ibirataia,30,1,9,1,30,-14.0669,-39.6408
USA,United States of America,Idylwood,50,1,26,11,50,38.8896,-77.2056
MDG,Madagascar,Ihosy,21,0,21,0,7,-22.4036,46.1258
BRA,Brazil,Canoas,69,2,8,6,69,-29.92,-51.18
BRA,Brazil,Canoas,69,2,8,6,69,8.5333,-82.8333
FRA,France,Castres,35,1,35,1,31,43.6,2.25
HND,Honduras,Catacamas,29,1,13,1,29,14.8486,-85.8942
ARG,Argentina,Catamarca,22,0,22,0,4,-28.4667,-65.7833
COL,Colombia,Caucasia,40,1,9,1,40,7.9833,-75.2
ITA,Italy,Cesena,35,1,34,4,35,44.1389,12.2444
USA,United States of America,Clayton,88,2,10,20,88,53.782,-1.8135
USA,United States of America,Clayton,88,2,10,20,88,38.6444,-90.3303
USA,United States of America,Clayton,88,2,10,20,88,35.659,-78.4498
USA,United States of America,Clayton,88,2,10,20,88,39.8689,-84.3292
USA,United States of America,Clayton,88,2,10,20,88,37.9404,-121.9301
USA,United States of America,Clayton,88,2,10,20,88,39.6627,-75.0782
MEX,Mexico,Cuautla,154,4,0,14,154,18.8167,-98.95
IND,India,Cuddapah,85,0,26,0,85,14.47,78.82
PER,Peru,Cusco,29,1,2,2,29,-13.525,-71.9722
USA,United States of America,Vincennes,43,1,43,5,43,48.8478,2.4392
USA,United States of America,Vincennes,43,1,43,5,43,38.6759,-87.5102
RUS,Russian Federation,Vladivostok,56,1,35,2,56,43.1333,131.9
RUS,Russian Federation,Volosovo,62,1,44,1,62,59.4333,29.4833
NLD,Netherlands,Wageningen,36,0,33,1,36,51.9667,5.6667
BOL,Bolivia (Plurinational State of),Warnes,14,1,5,0,14,-17.5167,-63.1667
DEU,Germany,Wehr,94,1,25,3,94,47.6297,7.9044
CAN,Canada,Williams Lake,34,1,34,0,5,52.1294,-122.1383
DEU,Germany,Wittenberge,34,0,33,1,34,53.0,11.75
USA,United States of America,Wolcott,44,1,21,12,44,41.6007,-72.9734
CHN,China,Xinyang,150,3,150,2,96,32.1264,114.0672
CHN,China,Yuci,136,2,136,2,81,37.6823,112.7281
CHN,China,Zhengjiatun,120,2,120,1,81,43.513,123.5003
FRA,France,Taverny,59,1,21,5,59,49.0264,2.2275
IND,India,Teghra,159,4,127,1,159,26.4929,86.368
NIC,Nicaragua,Tipitapa,31,1,15,3,31,12.1964,-86.0969
DEU,Germany,Traunreut,69,1,37,1,69,47.9667,12.5833
CAN,Canada,Truro,41,1,15,3,41,50.26,-5.051
CAN,Canada,Truro,41,1,15,3,41,45.3647,-63.28
BIH,Bosnia and Herzegovina,Tuzla,62,1,34,0,62,40.8161,29.3006
BIH,Bosnia and Herzegovina,Tuzla,62,1,34,0,62,44.5381,18.6761
DEU,Germany,Uetze,36,0,33,1,36,52.4661,10.2039
DEU,Germany,Uhingen,63,1,29,2,63,48.7058,9.5919
IND,India,Uran,139,1,25,1,139,18.89,72.95
ESP,Spain,Utrera,31,1,23,4,31,37.183,-5.767
USA,United States of America,Vancouver,49,1,20,10,49,49.25,-123.1
USA,United States of America,Vancouver,49,1,20,10,49,45.6366,-122.5967
ZAF,South Africa,Vanderbijlpark,275,15,8,20,275,-26.6992,27.8356
NLD,Netherlands,Vianen,34,0,34,1,34,51.9833,5.1
PHL,Philippines,Victorias,60,1,19,0,60,10.9,123.0833
ZAF,South Africa,Sasolburg,181,7,8,19,181,-26.8142,27.8286
CHE,Switzerland,Schaffhausen,47,2,21,6,47,47.7,8.6333
RUS,Russian Federation,Shagonar,42,1,42,0,28,51.55,92.7667
UKR,Ukraine,Shepetivka,36,1,36,1,28,50.1833,27.0667
USA,United States of America,Somersworth,57,2,20,8,57,43.2534,-70.8856
ITA,Italy,Sommacampagna,66,2,28,8,66,45.4,10.85
DEU,Germany,Starnberg,52,1,36,4,52,47.9972,11.3406
CZE,Czechia,Strakonice,55,1,43,2,55,49.2615,13.9024
IDN,Indonesia,Sumedang,67,1,37,0,67,-6.84,107.9208
USA,United States of America,Chanhassen,54,1,32,5,54,44.8546,-93.5621
USA,United States of America,Charleston,78,3,10,22,78,32.8168,-79.9687
USA,United States of America,Charleston,78,3,10,22,78,38.3484,-81.6322
USA,United States of America,Charleston,78,3,10,22,78,39.4842,-88.1781
RUS,Russian Federation,Chulym,43,1,43,0,23,55.1167,80.9667
ITA,Italy,Comiso,54,1,40,1,54,36.95,14.6
CUB,Cuba,Corralillo,106,1,25,0,106,22.9856,-80.5831
USA,United States of America,Aliquippa,86,2,19,23,86,40.6155,-80.2547
KAZ,Kazakhstan,Almaty,83,1,46,1,83,43.2775,76.8958
AUS,Australia,Darwin,102,2,58,1,102,-12.4381,130.8411
GBR,United Kingdom of Great Britain and Northern Ireland,Dewsbury,33,1,33,3,16,53.691,-1.633
IND,India,Diphu,48,2,29,0,48,25.83,93.43
ETH,Ethiopia,Dodola,46,1,18,0,46,6.9833,39.1833
GBR,United Kingdom of Great Britain and Northern Ireland,Prescot,34,1,34,4,21,53.4286,-2.8064
ITA,Italy,Portomaggiore,65,1,47,1,65,44.7,11.8
SWE,Sweden,Ronneby,34,1,34,1,26,56.2,15.2833
BRA,Brazil,Rubiataba,42,1,7,1,42,-15.1639,-49.8028
USA,United States of America,Ridgefield,74,2,18,19,74,41.3065,-73.5023
USA,United States of America,Ridgefield,74,2,18,19,74,40.8313,-74.0147
USA,United States of America,Ridgefield,74,2,18,19,74,45.8114,-122.7051
DEU,Germany,Olsberg,53,1,44,0,53,51.35,8.4833
BRA,Brazil,Osasco,132,2,31,6,132,-23.5328,-46.7919
FIN,Finland,Oulu,34,1,34,0,3,65.0142,25.4719
USA,United States of America,Paterson,52,1,45,2,52,40.9147,-74.1624
USA,United States of America,Pennsauken,48,1,48,1,40,39.9649,-75.0563
CHN,China,Shuangyashan,135,3,30,10,135,46.6388,131.1545
SWE,Sweden,Skoghall,39,1,39,0,11,59.3333,13.4333
RUS,Russian Federation,Narva,35,1,35,0,6,59.3758,28.1961
RUS,Russian Federation,Nevinnomyssk,48,1,48,1,33,44.6333,41.9333
RUS,Russian Federation,Nikolskoye,29,1,29,0,10,59.7,30.7833
USA,United States of America,North Richland Hills,69,2,33,5,69,32.8604,-97.218
USA,United States of America,Oakley,50,1,32,5,50,37.9929,-121.6952
DEU,Germany,Oberhaching,67,1,64,0,67,48.0167,11.5833
POL,Poland,Katowice,80,1,36,4,80,50.2667,19.0167
ESP,Spain,Dos Hermanas,28,0,28,1,14,37.2836,-5.9222
GBR,United Kingdom of Great Britain and Northern Ireland,Droitwich,31,1,31,4,24,52.267,-2.153
RUS,Russian Federation,Dugulubgey,46,1,44,1,46,43.65,43.55
USA,United States of America,Dunmore,64,2,30,6,64,41.4152,-75.6072
USA,United States of America,Elmhurst,67,2,14,19,67,41.8973,-87.9432
USA,United States of America,Emmaus,57,2,23,13,57,40.5352,-75.4978
USA,United States of America,Fort Stewart,132,3,20,12,132,31.8811,-81.6131
USA,United States of America,Gallatin,72,2,18,18,72,36.3782,-86.4698
CHN,China,Gannan,49,2,49,0,32,47.9117,123.4978
IND,India,Gannavaram,94,2,56,1,94,16.5333,80.8
DEU,Germany,Gescher,55,1,15,10,55,51.9569,7.0056
USA,United States of America,Englewood,72,2,3,12,72,39.6468,-104.9942
USA,United States of America,Englewood,72,2,3,12,72,40.8917,-73.9736
USA,United States of America,Englewood,72,2,3,12,72,26.9717,-82.3524
USA,United States of America,Englewood,72,2,3,12,72,39.8643,-84.307
USA,United States of America,Erie,80,3,4,17,80,42.1167,-80.0733
USA,United States of America,Erie,80,3,4,17,80,40.0404,-105.0399
TUR,Turkey,Erzincan,55,0,34,0,55,39.7464,39.4914
ITA,Italy,Fondi,64,1,39,2,64,41.35,13.4167
CUB,Cuba,Guisa,79,2,15,5,79,20.2608,-76.5381
DEU,Germany,Heide,50,1,29,4,50,54.1961,9.0933
DEU,Germany,Hof,60,1,31,3,60,50.3167,11.9167
NGA,Nigeria,Ibadan,79,2,21,2,79,7.3964,3.9167
ESP,Spain,Igualada,45,1,33,2,45,41.5814,1.6208
JPN,Japan,Ikoma,31,1,31,3,25,34.7,135.7
MDG,Madagascar,Ikongo,25,1,21,0,25,-21.8833,47.4333
UGA,Uganda,Kabale,82,3,20,1,82,-1.25,29.99
SLE,Sierra Leone,Kambia,77,2,18,1,77,9.1167,-12.9167
USA,United States of America,Dania Beach,35,1,35,1,30,26.0593,-80.1637
USA,United States of America,Drexel Hill,45,1,42,2,45,39.9495,-75.3038
HRV,Croatia,Dubrovnik,66,1,45,0,66,42.6403,18.1083
GBR,United Kingdom of Great Britain and Northern Ireland,Dunstable,32,1,30,1,32,51.886,-0.521
USA,United States of America,East Norriton,48,1,48,1,41,40.1506,-75.3364
USA,United States of America,East Palo Alto,50,1,32,3,50,37.4671,-122.1352
IND,India,Tiruvalla,86,2,18,4,86,9.3856,76.5756
CAN,Canada,Toronto,38,1,25,3,38,43.7417,-79.3733
ITA,Italy,Trani,57,1,57,0,49,41.2667,16.4167
USA,United States of America,Troutdale,55,2,19,8,55,45.5372,-122.3955
USA,United States of America,Tupelo,63,1,42,2,63,34.2692,-88.7318
POL,Poland,Turek,42,1,42,0,35,52.0167,18.5
CHL,Chile,Vallenar,17,0,17,1,14,-28.5708,-70.7581
MKD,Republic of North Macedonia,Veles,72,1,45,0,72,41.7153,21.7753
DEU,Germany,Soltau,43,1,43,0,26,52.9833,9.8333
USA,United States of America,South Hadley,48,1,42,1,48,42.2567,-72.5793
NLD,Netherlands,Staphorst,37,0,37,0,28,52.65,6.2167
KAZ,Kazakhstan,Stepnogorsk,27,1,27,0,24,52.3497,71.89
USA,United States of America,Streator,57,1,40,1,57,41.1245,-88.8297
DEU,Germany,Sulzbach,64,1,55,0,64,49.2833,7.0667
DEU,Germany,Sulzbach,64,1,55,0,64,50.1331,8.5289
IND,India,Sundargarh,156,3,63,2,156,22.12,84.03
THA,Thailand,Suwannaphum,99,2,15,5,99,15.6078,103.8
RUS,Russian Federation,Taganrog,42,1,42,1,17,47.2167,38.9167
DEU,Germany,Taufkirchen,68,1,64,0,68,48.05,11.6167
DEU,Germany,Taufkirchen,68,1,64,0,68,48.3439,12.1303
USA,United States of America,University Park,74,1,74,2,24,32.8506,-96.7937
MEX,Mexico,Valle Hermoso,35,1,30,0,35,25.6736,-97.8144
CHE,Switzerland,Vevey,54,1,41,0,54,46.4667,6.85
BGD,Bangladesh,Netrakona,60,1,42,0,60,24.8819,90.7275
POL,Poland,Nowa Ruda,74,1,39,1,74,50.5833,16.5
ITA,Italy,Misterbianco,56,1,45,1,56,37.5183,15.0069
USA,United States of America,Montgomery,65,3,11,12,65,32.3482,-86.2668
USA,United States of America,Montgomery,65,3,11,12,65,40.2411,-75.2318
USA,United States of America,Montgomery,65,3,11,12,65,40.426,-74.6791
USA,United States of America,Montgomery,65,3,11,12,65,41.5399,-74.2073
USA,United States of America,Montgomery,65,3,11,12,65,41.7237,-88.3633
USA,United States of America,Montgomery,65,3,11,12,65,39.2496,-84.3458
IDN,Indonesia,Metro,63,1,39,0,63,-5.1167,105.3
POL,Poland,Gliwice,61,1,44,1,61,50.2833,18.6667
DNK,Denmark,Grenaa,47,1,47,0,12,56.4161,10.8923
ITA,Italy,Grottaglie,65,1,65,0,64,40.5333,17.4333
RUS,Russian Federation,Gulkevichi,48,1,48,0,23,45.3594,40.7072
RUS,Russian Federation,Gvardeysk,35,1,35,0,21,54.6667,21.0833
USA,United States of America,Hartselle,52,1,52,1,49,34.4391,-86.9396
JPN,Japan,Hashimoto,63,1,27,6,63,34.3167,135.6
NLD,Netherlands,Hengelo,38,1,38,0,32,52.2656,6.7931
NLD,Netherlands,Hilvarenbeek,44,1,39,1,44,51.4833,5.1333
TJK,Tajikistan,Hisor,144,1,26,1,144,38.5264,68.5381
ITA,Italy,Ispica,52,1,47,1,52,36.7833,14.9
GTM,Guatemala,Joyabaj,46,1,24,0,46,14.995,-90.8075
MYS,Malaysia,Juru,150,3,27,9,150,-7.5369,-37.8189
USA,United States of America,Keene,36,1,36,0,33,42.9494,-72.2998
TUR,Turkey,Keskin,45,1,45,0,31,39.6731,33.6136
FRA,France,Lingolsheim,52,2,29,4,52,48.5575,7.6831
DEU,Germany,Linnich,50,1,31,3,50,50.9789,6.2678
USA,United States of America,Lunenburg,68,2,13,14,68,42.5897,-71.7199
LKA,Sri Lanka,Maharagama,67,0,22,0,67,6.8494,79.9236
GBR,United Kingdom of Great Britain and Northern Ireland,Maidenhead,27,1,23,5,27,51.5217,-0.7177
DEU,Germany,Marktheidenfeld,62,1,36,3,62,49.85,9.6
ITA,Italy,Melfi,50,1,43,2,50,41.0,15.65
USA,United States of America,Melvindale,34,1,33,5,34,42.2802,-83.1782
CHE,Switzerland,Langenthal,52,1,21,3,52,47.2167,7.7833
CHN,China,Lanxi,145,3,145,1,103,29.2167,119.4722
CHN,China,Lanxi,145,3,145,1,103,46.2664,126.276
ITA,Italy,Lavello,52,1,44,2,52,41.05,15.8
USA,United States of America,Liberty,55,1,33,5,55,39.2394,-94.4191
USA,United States of America,Liberty,55,1,33,5,55,41.8132,-74.7775
ZAF,South Africa,Kirkwood,83,2,13,3,83,38.5788,-90.4203
SRB,Serbia,Kragujevac,57,1,38,0,57,44.0142,20.9394
DEU,Germany,Kreuzau,55,1,31,3,55,50.747,6.4907
IND,India,Krishnanagar,161,4,147,2,161,23.4,88.5
CZE,Czechia,Krupka,74,1,37,2,74,50.6846,13.8583
USA,United States of America,North Platte,58,1,28,2,58,41.1263,-100.7641
USA,United States of America,Newburyport,56,2,22,10,56,42.8124,-70.8878
USA,United States of America,Niagara Falls,42,1,28,5,42,43.06,-79.1067
